text,isBot,score_tag,agreement,subjectivity,confidence,irony,joy,surprise,fear,sadness,anger,urlsCount,mentionsCount,isRetweet,wordsCount
@HellaDankRec You must not only aim right but draw the bow with all your might. - Henry David Thoreau,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3775216341018677,0.3095752000808716,0.11452722549438477,0.10300219058990479,0.09537374973297119,0,1,0,19
@YongeGrove Anyone who angers you conquers you. - Elizabeth Kenny,1,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.4580104947090149,0.29245424270629883,0.15633058547973633,0.04857206344604492,0.04463263601064682,0,1,0,10
@STAR_SO_SILLY People rarely succeed unless they have fun in what they are doing. - Dale Carnegie,1,P,AGREEMENT,OBJECTIVE,97,NONIRONIC,0.5059309601783752,0.2967187166213989,0.10001464933156967,0.04985850304365158,0.047477152198553085,0,1,0,16
Never has it felt so good to lie down,1,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.34708380699157715,0.2788258194923401,0.20871016383171082,0.09538991749286652,0.06999032944440842,0,0,0,9
@nicholasjtait Give your dreams all you've got and you'll be amazed at the energy that comes out of you. - William James,1,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.41170597076416016,0.33431553840637207,0.15378214418888092,0.05841938406229019,0.041776951402425766,0,1,0,22
Remember happiness doesn't depend upon who you are or what you have; it depends solely on what you think. - Dale Carnegie,1,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.36676356196403503,0.23999038338661194,0.17931057512760162,0.1551717221736908,0.058763787150382996,0,0,0,22
West coast team tournament here we goooooooooooooo,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.5533504486083984,0.3265160322189331,0.0777481198310852,0.02767791599035263,0.01470753364264965,0,0,0,7
*Dad walks out and looks at my Jeep*,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.35998982191085815,0.2795456647872925,0.17224839329719543,0.11097212135791779,0.07724398374557495,0,0,0,8
@grussell903 amazing,1,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.3723205327987671,0.2658001184463501,0.15150144696235657,0.11101559549570084,0.09936228394508362,0,1,0,2
@ravithambip cool,1,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.2980537414550781,0.1953466534614563,0.18230053782463074,0.1700815111398697,0.15421748161315918,0,1,0,2
@Willgmusic very cool,1,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.3227851986885071,0.20931163430213928,0.17130152881145477,0.15259526669979095,0.1440064013004303,0,1,0,3
Jay must have been in love more with the girl he sang about on Song Cry than he is with B now.,1,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.6314496994018555,0.1751338392496109,0.08924058079719543,0.06672816723585129,0.03744777292013168,0,0,0,22
@Homebwoi Remember that not getting what you want is sometimes a wonderful stroke of luck. - Dalai Lama,1,N+,AGREEMENT,SUBJECTIVE,89,NONIRONIC,0.35797739028930664,0.29488658905029297,0.1601102352142334,0.10922658443450928,0.07779926061630249,0,1,0,18
@http_indie Cleverness is not wisdom. - Euripides,1,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.44670528173446655,0.22279608249664307,0.18020324409008026,0.10410657525062561,0.046188872307538986,0,1,0,7
I put my heart and my soul into my work and have lost my mind in the process. - Vincent Van Gogh,1,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.5368098020553589,0.23990637063980103,0.12488221377134323,0.09142246842384338,0.006979092955589294,0,0,0,22
A person can succeed at anything for which there is enthusiasm. - Charles M. Schwab,1,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2936513423919678,0.24520935118198395,0.2070530354976654,0.15368741750717163,0.10039890557527542,0,0,0,15
We have a right to do what we want.,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.4157479703426361,0.27840903401374817,0.14024975895881653,0.09260562807321548,0.07298760116100311,0,0,0,9
Do not bring me your successes; they weaken me. Bring me your problems; they strengthen me. - Anonymous,1,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.3964591324329376,0.349016934633255,0.15488693118095398,0.06558350473642349,0.034053489565849304,0,0,0,18
I love those hugs where you just don't want to let go.,1,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.3790843188762665,0.3535178303718567,0.16008245944976807,0.0829496681690216,0.02436571940779686,0,0,0,12
@JairWoo very cool,1,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.3227851986885071,0.20931163430213928,0.17130152881145477,0.15259526669979095,0.1440064013004303,0,1,0,3
You could see a homeless lightskin and she'll still be classy.,1,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.6277265548706055,0.13324104249477386,0.10185560584068298,0.08633771538734436,0.05083907023072243,0,0,0,11
I am the greatest I said that even before I knew I was. - Muhammad Ali,1,P+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.526207447052002,0.2443561851978302,0.10759665071964264,0.07728886604309082,0.04455085098743439,0,0,0,16
@aggregate_music Wishing to be friends is quick work but friendship is a slow ripening fruit. - Aristotle,1,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.48057541251182556,0.2468443661928177,0.10539346188306808,0.09570194780826569,0.07148486375808716,0,1,0,17
@REVERBPROM0 You can't turn back the clock. But you can wind it up again. - Bonnie Prudden,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.4734365940093994,0.24213522672653198,0.16037771105766296,0.08910740911960602,0.03494308516383171,0,1,0,17
Tyler Joseph is the best song writer I've ever heard I love him so much,1,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.4546034634113312,0.41598859429359436,0.07904276251792908,0.028742875903844833,0.02162231132388115,0,0,0,15
@_J_Fry Check out my Jack Move Music Video  love me later coming soon !!!!  http://t.co/sh9Xt3YFtR,1,P+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.42880603671073914,0.27270781993865967,0.19670332968235016,0.0863838940858841,0.015398828312754631,1,1,0,15
D�jame poner Music ^.^,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.8121106028556824,0.12658154964447021,0.04454286769032478,0.009714801795780659,0.007050142157822847,0,0,0,4
@weedfact Good instincts tell you what to do long before your head has figured it out. - Michael Burke,1,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.28972119092941284,0.2542915940284729,0.2079717367887497,0.13073845207691193,0.11727705597877502,0,1,0,19
What jean brand do you all think is the best right now? #bizitalk #deals #fashion #quiz #jeans #duggar #retail #resale #ebay #holiness,1,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.5284562110900879,0.1590854376554489,0.1572893261909485,0.08259609341621399,0.07257293164730072,0,0,0,22
The ladybugs still kicking it with me. So sad to watch them die. I feel special they wanna spend their… http://t.co/6qy8dF0TrC,1,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.8287338018417358,0.09268604964017868,0.06597565859556198,0.011411529965698719,0.0011929855681955814,1,0,0,21
In need of a massage.,1,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.6877202391624451,0.10257461667060852,0.10023805499076843,0.09622885286808014,0.013238281011581421,0,0,0,5
I swear Arion know every song ever made!!??,1,NEU,DISAGREEMENT,OBJECTIVE,91,NONIRONIC,0.5389732122421265,0.14915606379508972,0.1480119526386261,0.10553326457738876,0.05832544341683388,0,0,0,8
@MajorMusicPub hi,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.28253090381622314,0.21716007590293884,0.19294588267803192,0.16495643556118011,0.14240673184394836,0,1,0,2
I am so annoyed 5sos are opening for the boys go live your own dream and stop being in the background of others cause that'll get u no where,1,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.474148690700531,0.4129244387149811,0.05739515274763107,0.046968623995780945,0.00856312271207571,0,0,0,29
love u “@LalobarRo: @EmilyCrimaldi I'll be a honor to teach you Spanish :)”,1,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.8094965219497681,0.1597215086221695,0.019741058349609375,0.007824747823178768,0.0032162549905478954,0,2,0,13
Must see this funny chic on NZ X-Factor like the best ever to be seen,1,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.38419437408447266,0.33025026321411133,0.13137735426425934,0.0888296589255333,0.06534838676452637,0,0,0,15
ik wil wel den haag maar ik snap het best als ik niet mag want ja het is best duur en ik mag al 27 april,1,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.5002245903015137,0.4670400619506836,0.021792273968458176,0.00884847342967987,0.002094570780172944,0,0,0,26
@vherbal !,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3415418565273285,0.2261665165424347,0.1871422976255417,0.13266253471374512,0.1124868169426918,0,1,0,2
Nu op Q-music: Counting Crows - Accidentally In Love,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3765355348587036,0.22111061215400696,0.15058976411819458,0.1395489126443863,0.11221517622470856,0,0,0,9
One always has time enough if one will apply it well. - Johann Wolfgang von Goethe,1,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.3957768678665161,0.2775053381919861,0.1414068341255188,0.11423924565315247,0.07107173651456833,0,0,0,16
Anything's possible if you've got enough nerve. - J.K. Rowling,1,NONE,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.4660670757293701,0.27836039662361145,0.1875051110982895,0.058777064085006714,0.009290320798754692,0,0,0,10
@bcbmusicblog Go confidently in the direction of your dreams. Live the life you have imagined. - Henry David Thoreau,1,NONE,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.4488738179206848,0.21284115314483643,0.20834356546401978,0.10029450058937073,0.02964695915579796,0,1,0,19
Hold my breath till my face turns purple,1,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.7693091630935669,0.10238783061504364,0.054213546216487885,0.04836836829781532,0.025721093639731407,0,0,0,8
@_L_ILY_ hey,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.4928298592567444,0.16494789719581604,0.16302502155303955,0.11751425266265869,0.061682961881160736,0,1,0,2
I feel lonely but at the same time I don't want anyone to be with me..,1,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.8151167631149292,0.11658567190170288,0.05580523982644081,0.00783439353108406,0.004657931160181761,0,0,0,16
When you wake up feeling like you've justified you're stress levels with the right amount of sleep ??,1,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.5717573761940002,0.24623487889766693,0.11397658288478851,0.03447452932596207,0.03355665132403374,0,0,0,18
My name is heather and I am addicted to snapchat.,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.29125121235847473,0.26776716113090515,0.2200673520565033,0.15462049841880798,0.06629376113414764,0,0,0,10
Hate when jayla ole beggin ass be jumpin in my convo's and shit,1,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.683029294013977,0.22276732325553894,0.034659434109926224,0.03129798173904419,0.028246041387319565,0,0,0,13
@MyWedding_App oh,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.30616968870162964,0.2464587390422821,0.17279842495918274,0.16163282096385956,0.11294031143188477,0,1,0,2
If I didn't have Celtic folk music and epic Pagan dance music I would be so low and depressed all the time.,1,N+,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.7041365504264832,0.1836082488298416,0.05199580639600754,0.032795727252960205,0.02746371179819107,0,0,0,22
Ice doesn't help the uncoordinated is an ironic song to play this morning xD,1,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.2684571146965027,0.22283224761486053,0.17866715788841248,0.1782221794128418,0.1518213152885437,0,0,0,14
@_Lexrodriguez Don't worry about the world coming to an end today. It's already tomorrow in Australia. - Charles Schulz,1,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.5059391260147095,0.3103069067001343,0.10110746324062347,0.04400293529033661,0.03864358365535736,0,1,0,19
@mr_bradenHD Promise yourself to be so strong that nothing can disturb your peace of mind. - Christian Larson,1,N,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.348055899143219,0.3267160952091217,0.1252993643283844,0.12076250463724136,0.07916616648435593,0,1,0,18
@MagicBlueberry ookkkk,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2788657546043396,0.2307724952697754,0.1808852255344391,0.15934130549430847,0.15013523399829865,0,1,0,2
@Kuryluna FOLLOW MEEEE,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2902177572250366,0.22220586240291595,0.2084416151046753,0.14437343180179596,0.13476137816905975,0,1,0,3
Gues whos coming to dinner tonight u gone be apart of my meal tonight move ya body baby i want a bite treat u cold over lets get it tonight,1,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.38017356395721436,0.2196022868156433,0.19997283816337585,0.12414407730102539,0.07610723376274109,0,0,0,30
Summer has come and passed The innocent can never last wake me up when september ends ??,1,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.48306769132614136,0.21848154067993164,0.1744002252817154,0.0696001797914505,0.05445042997598648,0,0,0,17
@erinbollmusic Believe that life is worth living and your belief will help create the fact. - William James,1,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.43780517578125,0.33222272992134094,0.09332988411188126,0.08499009907245636,0.051652152091264725,0,1,0,18
@WhoaLando very cool,1,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.3227851986885071,0.20931163430213928,0.17130152881145477,0.15259526669979095,0.1440064013004303,0,1,0,3
If your shoes are entirely covered in glitter it's time for you to take it down a couple notches,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3706319332122803,0.2617676854133606,0.15536582469940186,0.10634952783584595,0.10588502883911133,0,0,0,19
SUBSCRIBE TO #BIGGBOYMANAGEMENT #YOUTUBE ==&gt; http://t.co/EITS5cFKVx #ROCK #RNB #HIPHOP #SOUL #GOTMANAGEMENT #LETSNETWORK,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.4652719795703888,0.24156880378723145,0.14551930129528046,0.1076141744852066,0.04002571478486061,1,0,0,12
If Vegas cops were like Cali cops??,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.4177401661872864,0.23522531986236572,0.23177474737167358,0.087950199842453,0.027309522032737732,0,0,0,7
Keep us close to You~,1,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2877569794654846,0.23806771636009216,0.237709641456604,0.18353039026260376,0.05293527990579605,0,0,0,5
@sid_bootie followed you,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.34082984924316406,0.246411994099617,0.16886788606643677,0.16023722290992737,0.08365306258201599,0,1,0,3
After 3 months h&amp;m finally paid me LOL,1,NONE,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.7164039611816406,0.12227194756269455,0.08072426170110703,0.06122838333249092,0.019371353089809418,0,0,0,8
But someone just talk to me please,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.5159258842468262,0.286781907081604,0.16224423050880432,0.02390478551387787,0.011143146082758904,0,0,0,7
Having to make an A or B choice sucks.,1,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.49554264545440674,0.21935266256332397,0.21738508343696594,0.03897319734096527,0.02874641865491867,0,0,0,9
He singed up for music not for people/media to make a reality show about his life. They judge for every little mistake he makes but I...,1,P,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.4201732277870178,0.4108586609363556,0.09553256630897522,0.04205392301082611,0.03138163313269615,0,0,0,26
@djsevag Remember happiness doesn't depend upon who you are or what you have; it depends solely on what you think. - Dale Carnegie,1,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.3608540892601013,0.2601371705532074,0.15918223559856415,0.15717440843582153,0.06265204399824142,0,1,0,23
Petite clope aux hurlevents #cal� #music !!,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3784945011138916,0.28948134183883667,0.127390056848526,0.11237664520740509,0.09225741773843765,0,0,0,7
lol don't talk to me.,1,NONE,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.35101228952407837,0.28451240062713623,0.23037877678871155,0.09636832773685455,0.03772817924618721,0,0,0,5
what if the times at the bottom of the pic are like the lengths of all the member�s parts on the new album has http://t.co/XBa5PRTw9P,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.4240420460700989,0.3316144347190857,0.21848778426647186,0.022573864087462425,0.003281910205259919,1,0,0,25
I don't condone trt but poor vitor is getting a flogging. Surely he is not the only dude on trt or to 'abuse' it.,1,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.5258857011795044,0.3017256259918213,0.09870965778827667,0.04085607826709747,0.03282298892736435,0,0,0,24
@_ShawtyB_Easy Please follow me,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.4605065584182739,0.30260875821113586,0.14588138461112976,0.07082825899124146,0.020175017416477203,0,1,0,4
What the fuck? Why do you need 10 pumps of soap for? Stupid fucker.,1,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.9075107574462891,0.0681382417678833,0.020366448909044266,0.0029968097805976868,0.0009877077536657453,0,0,0,14
Saturdays are deffo the best day of the week,1,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.685472846031189,0.1254241019487381,0.09181004762649536,0.07546371221542358,0.021829262375831604,0,0,0,9
Home is where the heart is,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.7125930786132812,0.14052905142307281,0.0864056646823883,0.034444332122802734,0.026027847081422806,0,0,0,6
@sbhtzt215 Heeeeeeeeeeeeeeeyyyyyyyyyyyyyy,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2803233861923218,0.21953627467155457,0.20145295560359955,0.15009522438049316,0.14859218895435333,0,1,0,2
Where you at,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.32617172598838806,0.20489835739135742,0.18889978528022766,0.1439782679080963,0.13605190813541412,0,0,0,3
RT @HitsABIunt: *hits blunt*Why is gasoline a liquid and not a gas? http://t.co/VRjTY10C5I,1,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.4680013656616211,0.3632993698120117,0.1478659212589264,0.014798622578382492,0.006034743040800095,1,1,1,13
Where is babe at ??,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.8708794116973877,0.046427302062511444,0.03842409700155258,0.02972964569926262,0.014539534226059914,0,0,0,5
When It Comes Our School Pep Rally I Always Look Forward To The Dancers Perform. They Was Killing The Nae Nae Though.,1,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.4016675651073456,0.22293764352798462,0.1745115965604782,0.12562984228134155,0.07525341957807541,0,0,0,22
@Blomquisite cool,1,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.2980537414550781,0.1953466534614563,0.18230053782463074,0.1700815111398697,0.15421748161315918,0,1,0,2
Ecclesiastes 3:12,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3296062648296356,0.32468312978744507,0.17813041806221008,0.09267298877239227,0.07490722835063934,0,0,0,2
Imma mule kick you in the face if you think Bout to let an hour ago.,1,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.45536547899246216,0.3006978929042816,0.12253519892692566,0.06808830797672272,0.05331311374902725,0,0,0,16
http://t.co/i9eonnrhr7  http://t.co/GsTrIVNHOC !!!,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.4003329873085022,0.3083344101905823,0.18824736773967743,0.0926111713051796,0.010474071837961674,2,0,0,3
